passenger_id,restaurant_name,date,meal_type,meal_time
5ad90b25-4c54-48f8-b3c7-b6376e96d4ee,First-Class Dining Saloon,1912-04-14,fish,lunch
5ad90b25-4c54-48f8-b3c7-b6376e96d4ee,Café Parisien,1912-04-14,fish,dinner
fda40ec4-cff3-447e-a12d-f2391ac2a016,Second-Class Dining Saloon,1912-04-12,fish,dinner
fda40ec4-cff3-447e-a12d-f2391ac2a016,Second-Class Dining Saloon,1912-04-14,vegetarian,breakfast
fda40ec4-cff3-447e-a12d-f2391ac2a016,Second-Class Dining Saloon,1912-04-14,meat,lunch
fda40ec4-cff3-447e-a12d-f2391ac2a016,Second-Class Dining Saloon,1912-04-14,fish,dinner
cc7670bb-2aac-4528-942d-1633a788501f,Third-Class Dining Room,1912-04-13,vegetarian,dinner
f7aed616-dacf-49d9-9078-5cd051cf3a72,First-Class Dining Saloon,1912-04-10,fish,breakfast
f7aed616-dacf-49d9-9078-5cd051cf3a72,Café Parisien,1912-04-10,meat,lunch
f7aed616-dacf-49d9-9078-5cd051cf3a72,Café Parisien,1912-04-10,meat,dinner
f7aed616-dacf-49d9-9078-5cd051cf3a72,The Ritz,1912-04-11,poultry,breakfast
f7aed616-dacf-49d9-9078-5cd051cf3a72,Café Parisien,1912-04-11,meat,lunch
f7aed616-dacf-49d9-9078-5cd051cf3a72,Café Parisien,1912-04-11,vegetarian,dinner
f7aed616-dacf-49d9-9078-5cd051cf3a72,The Ritz,1912-04-12,poultry,breakfast
f7aed616-dacf-49d9-9078-5cd051cf3a72,The Ritz,1912-04-12,poultry,lunch
f7aed616-dacf-49d9-9078-5cd051cf3a72,Verandah Cafe,1912-04-12,fish,dinner
f7aed616-dacf-49d9-9078-5cd051cf3a72,Verandah Cafe,1912-04-13,fish,breakfast
f7aed616-dacf-49d9-9078-5cd051cf3a72,Verandah Cafe,1912-04-13,vegetarian,lunch
f7aed616-dacf-49d9-9078-5cd051cf3a72,Verandah Cafe,1912-04-13,fish,dinner
f7aed616-dacf-49d9-9078-5cd051cf3a72,Verandah Cafe,1912-04-14,fish,breakfast
f7aed616-dacf-49d9-9078-5cd051cf3a72,Café Parisien,1912-04-14,vegetarian,lunch
f7aed616-dacf-49d9-9078-5cd051cf3a72,The Ritz,1912-04-14,poultry,dinner
e53480d0-1e01-4c57-9c2e-1f61360a8873,Café Parisien,1912-04-10,meat,breakfast
e53480d0-1e01-4c57-9c2e-1f61360a8873,The Ritz,1912-04-10,vegetarian,dinner
e53480d0-1e01-4c57-9c2e-1f61360a8873,Café Parisien,1912-04-11,vegetarian,lunch
e53480d0-1e01-4c57-9c2e-1f61360a8873,The Ritz,1912-04-11,poultry,dinner
e53480d0-1e01-4c57-9c2e-1f61360a8873,Verandah Cafe,1912-04-12,meat,breakfast
e53480d0-1e01-4c57-9c2e-1f61360a8873,The Ritz,1912-04-12,fish,lunch
e53480d0-1e01-4c57-9c2e-1f61360a8873,The Ritz,1912-04-12,vegetarian,dinner
e53480d0-1e01-4c57-9c2e-1f61360a8873,Café Parisien,1912-04-13,vegetarian,breakfast
e53480d0-1e01-4c57-9c2e-1f61360a8873,First-Class Dining Saloon,1912-04-13,poultry,lunch
e53480d0-1e01-4c57-9c2e-1f61360a8873,The Ritz,1912-04-13,meat,dinner
e53480d0-1e01-4c57-9c2e-1f61360a8873,First-Class Dining Saloon,1912-04-14,meat,breakfast
e53480d0-1e01-4c57-9c2e-1f61360a8873,The Ritz,1912-04-14,vegetarian,lunch
e53480d0-1e01-4c57-9c2e-1f61360a8873,Verandah Cafe,1912-04-14,vegetarian,dinner
06823be3-216e-4329-b038-c0c25e258bc6,Third-Class Dining Room,1912-04-13,poultry,breakfast
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-10,meat,breakfast
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-10,vegetarian,lunch
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-10,poultry,dinner
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-11,fish,dinner
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-12,meat,breakfast
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-12,poultry,lunch
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-13,meat,breakfast
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-13,fish,lunch
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-13,meat,dinner
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,Second-Class Dining Saloon,1912-04-14,poultry,dinner
9147ce2f-892a-4907-8362-3f7af37bf643,Third-Class Dining Room,1912-04-12,fish,breakfast
14d1e295-41de-477a-a7d2-9c519ffc5812,Third-Class Dining Room,1912-04-12,fish,dinner
cb68c97c-4fc8-4621-9322-f80363cb3d5d,The Ritz,1912-04-10,poultry,lunch
cb68c97c-4fc8-4621-9322-f80363cb3d5d,First-Class Dining Saloon,1912-04-10,fish,dinner
cb68c97c-4fc8-4621-9322-f80363cb3d5d,Verandah Cafe,1912-04-11,vegetarian,breakfast
cb68c97c-4fc8-4621-9322-f80363cb3d5d,The Ritz,1912-04-11,fish,lunch
cb68c97c-4fc8-4621-9322-f80363cb3d5d,Verandah Cafe,1912-04-12,vegetarian,breakfast
cb68c97c-4fc8-4621-9322-f80363cb3d5d,Verandah Cafe,1912-04-12,meat,lunch
cb68c97c-4fc8-4621-9322-f80363cb3d5d,Café Parisien,1912-04-12,vegetarian,dinner
cb68c97c-4fc8-4621-9322-f80363cb3d5d,Café Parisien,1912-04-13,fish,breakfast
cb68c97c-4fc8-4621-9322-f80363cb3d5d,Verandah Cafe,1912-04-13,meat,lunch
cb68c97c-4fc8-4621-9322-f80363cb3d5d,First-Class Dining Saloon,1912-04-13,vegetarian,dinner
cb68c97c-4fc8-4621-9322-f80363cb3d5d,First-Class Dining Saloon,1912-04-14,poultry,breakfast
cb68c97c-4fc8-4621-9322-f80363cb3d5d,The Ritz,1912-04-14,fish,lunch
cb68c97c-4fc8-4621-9322-f80363cb3d5d,The Ritz,1912-04-14,meat,dinner
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,Café Parisien,1912-04-10,meat,lunch
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,The Ritz,1912-04-10,meat,dinner
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,Verandah Cafe,1912-04-11,fish,breakfast
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,The Ritz,1912-04-11,fish,lunch
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,The Ritz,1912-04-11,poultry,dinner
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,Verandah Cafe,1912-04-12,poultry,breakfast
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,The Ritz,1912-04-12,meat,lunch
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,The Ritz,1912-04-12,fish,dinner
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,Café Parisien,1912-04-13,poultry,breakfast
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,Café Parisien,1912-04-13,poultry,lunch
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,Verandah Cafe,1912-04-14,vegetarian,breakfast
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,Verandah Cafe,1912-04-14,vegetarian,lunch
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,Café Parisien,1912-04-10,vegetarian,breakfast
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,First-Class Dining Saloon,1912-04-10,poultry,lunch
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,First-Class Dining Saloon,1912-04-10,vegetarian,dinner
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,First-Class Dining Saloon,1912-04-11,vegetarian,breakfast
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,First-Class Dining Saloon,1912-04-11,fish,dinner
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,Verandah Cafe,1912-04-12,poultry,breakfast
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,Verandah Cafe,1912-04-12,poultry,lunch
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,The Ritz,1912-04-12,fish,dinner
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,Café Parisien,1912-04-13,vegetarian,breakfast
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,Verandah Cafe,1912-04-13,meat,lunch
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,Café Parisien,1912-04-14,fish,breakfast
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,Café Parisien,1912-04-14,vegetarian,lunch
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,First-Class Dining Saloon,1912-04-14,meat,dinner
e8a3a4ed-c477-4c02-bff1-54c58b4e64ac,Second-Class Dining Saloon,1912-04-12,poultry,lunch
e8a3a4ed-c477-4c02-bff1-54c58b4e64ac,Second-Class Dining Saloon,1912-04-13,meat,breakfast
e8a3a4ed-c477-4c02-bff1-54c58b4e64ac,Second-Class Dining Saloon,1912-04-14,fish,breakfast
e8a3a4ed-c477-4c02-bff1-54c58b4e64ac,Second-Class Dining Saloon,1912-04-14,meat,dinner
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Verandah Cafe,1912-04-10,fish,breakfast
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,First-Class Dining Saloon,1912-04-10,vegetarian,lunch
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,First-Class Dining Saloon,1912-04-10,meat,dinner
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Verandah Cafe,1912-04-11,meat,breakfast
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Verandah Cafe,1912-04-11,poultry,lunch
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,The Ritz,1912-04-11,fish,dinner
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Verandah Cafe,1912-04-12,meat,breakfast
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,First-Class Dining Saloon,1912-04-12,vegetarian,lunch
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,First-Class Dining Saloon,1912-04-12,fish,dinner
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Café Parisien,1912-04-13,meat,breakfast
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Verandah Cafe,1912-04-13,fish,lunch
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,The Ritz,1912-04-13,meat,dinner
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Verandah Cafe,1912-04-14,meat,breakfast
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Café Parisien,1912-04-14,poultry,lunch
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,Café Parisien,1912-04-14,fish,dinner
55f86300-e3a2-4fa1-bf0d-cb25445c94c2,Third-Class Dining Room,1912-04-11,meat,lunch
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,Verandah Cafe,1912-04-10,poultry,dinner
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,Verandah Cafe,1912-04-11,meat,breakfast
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,The Ritz,1912-04-11,meat,dinner
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,The Ritz,1912-04-12,vegetarian,breakfast
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,The Ritz,1912-04-12,poultry,lunch
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,First-Class Dining Saloon,1912-04-12,vegetarian,dinner
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,First-Class Dining Saloon,1912-04-13,fish,breakfast
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,The Ritz,1912-04-13,meat,lunch
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,The Ritz,1912-04-13,meat,dinner
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,Verandah Cafe,1912-04-14,meat,breakfast
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,The Ritz,1912-04-14,poultry,lunch
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,Café Parisien,1912-04-14,poultry,dinner
60798d20-3dc8-4538-ab13-058fb13a15e9,Third-Class Dining Room,1912-04-12,vegetarian,dinner
60798d20-3dc8-4538-ab13-058fb13a15e9,Third-Class Dining Room,1912-04-14,meat,breakfast
06c9664b-5cd2-4242-83fb-c0222d1a9b26,Third-Class Dining Room,1912-04-10,fish,breakfast
06c9664b-5cd2-4242-83fb-c0222d1a9b26,Third-Class Dining Room,1912-04-13,meat,dinner
06c9664b-5cd2-4242-83fb-c0222d1a9b26,Third-Class Dining Room,1912-04-14,fish,lunch
06c9664b-5cd2-4242-83fb-c0222d1a9b26,Third-Class Dining Room,1912-04-14,vegetarian,dinner
07697f62-144f-4960-941e-ccf18d3aa962,First-Class Dining Saloon,1912-04-10,meat,breakfast
07697f62-144f-4960-941e-ccf18d3aa962,The Ritz,1912-04-10,meat,lunch
07697f62-144f-4960-941e-ccf18d3aa962,Verandah Cafe,1912-04-11,meat,breakfast
07697f62-144f-4960-941e-ccf18d3aa962,Café Parisien,1912-04-11,vegetarian,lunch
07697f62-144f-4960-941e-ccf18d3aa962,The Ritz,1912-04-11,poultry,dinner
07697f62-144f-4960-941e-ccf18d3aa962,The Ritz,1912-04-12,fish,breakfast
07697f62-144f-4960-941e-ccf18d3aa962,The Ritz,1912-04-12,meat,lunch
07697f62-144f-4960-941e-ccf18d3aa962,The Ritz,1912-04-12,poultry,dinner
07697f62-144f-4960-941e-ccf18d3aa962,Verandah Cafe,1912-04-13,meat,breakfast
07697f62-144f-4960-941e-ccf18d3aa962,The Ritz,1912-04-13,vegetarian,lunch
07697f62-144f-4960-941e-ccf18d3aa962,The Ritz,1912-04-13,meat,dinner
07697f62-144f-4960-941e-ccf18d3aa962,Verandah Cafe,1912-04-14,meat,breakfast
07697f62-144f-4960-941e-ccf18d3aa962,The Ritz,1912-04-14,fish,lunch
ed019bbe-c603-4138-a539-f6806e4da77c,Third-Class Dining Room,1912-04-10,fish,breakfast
ed019bbe-c603-4138-a539-f6806e4da77c,Third-Class Dining Room,1912-04-11,vegetarian,lunch
ed019bbe-c603-4138-a539-f6806e4da77c,Third-Class Dining Room,1912-04-12,poultry,dinner
c4d21142-5a16-4f5d-86bd-646b25cbb4f3,Third-Class Dining Room,1912-04-11,poultry,breakfast
c4d21142-5a16-4f5d-86bd-646b25cbb4f3,Third-Class Dining Room,1912-04-11,fish,lunch
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,Second-Class Dining Saloon,1912-04-10,fish,lunch
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,Second-Class Dining Saloon,1912-04-10,vegetarian,dinner
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,Second-Class Dining Saloon,1912-04-11,vegetarian,breakfast
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,Second-Class Dining Saloon,1912-04-11,vegetarian,lunch
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,Second-Class Dining Saloon,1912-04-12,meat,lunch
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,Second-Class Dining Saloon,1912-04-12,poultry,dinner
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,Second-Class Dining Saloon,1912-04-14,fish,dinner
a3c4adb2-0b54-4522-878f-8f67f7dea25b,Third-Class Dining Room,1912-04-14,fish,lunch
c6ba67d2-b58d-4495-8a1f-1e4a02147742,First-Class Dining Saloon,1912-04-10,fish,breakfast
c6ba67d2-b58d-4495-8a1f-1e4a02147742,Café Parisien,1912-04-10,fish,lunch
c6ba67d2-b58d-4495-8a1f-1e4a02147742,Café Parisien,1912-04-10,meat,dinner
c6ba67d2-b58d-4495-8a1f-1e4a02147742,Verandah Cafe,1912-04-11,poultry,breakfast
c6ba67d2-b58d-4495-8a1f-1e4a02147742,Verandah Cafe,1912-04-11,fish,lunch
c6ba67d2-b58d-4495-8a1f-1e4a02147742,First-Class Dining Saloon,1912-04-11,meat,dinner
c6ba67d2-b58d-4495-8a1f-1e4a02147742,Café Parisien,1912-04-12,meat,breakfast
c6ba67d2-b58d-4495-8a1f-1e4a02147742,The Ritz,1912-04-12,meat,lunch
c6ba67d2-b58d-4495-8a1f-1e4a02147742,First-Class Dining Saloon,1912-04-12,poultry,dinner
c6ba67d2-b58d-4495-8a1f-1e4a02147742,First-Class Dining Saloon,1912-04-13,poultry,breakfast
c6ba67d2-b58d-4495-8a1f-1e4a02147742,Verandah Cafe,1912-04-14,poultry,breakfast
c6ba67d2-b58d-4495-8a1f-1e4a02147742,Verandah Cafe,1912-04-14,poultry,dinner
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,The Ritz,1912-04-10,vegetarian,breakfast
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,First-Class Dining Saloon,1912-04-10,poultry,lunch
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,First-Class Dining Saloon,1912-04-10,poultry,dinner
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,Verandah Cafe,1912-04-11,meat,breakfast
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,The Ritz,1912-04-12,meat,breakfast
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,Café Parisien,1912-04-12,meat,lunch
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,Café Parisien,1912-04-13,fish,breakfast
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,The Ritz,1912-04-13,vegetarian,dinner
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,Verandah Cafe,1912-04-14,fish,breakfast
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,Café Parisien,1912-04-14,poultry,dinner
8ed63432-f0d0-4477-a303-dd413c8ae06d,Second-Class Dining Saloon,1912-04-10,vegetarian,dinner
8ed63432-f0d0-4477-a303-dd413c8ae06d,Second-Class Dining Saloon,1912-04-11,fish,breakfast
8ed63432-f0d0-4477-a303-dd413c8ae06d,Second-Class Dining Saloon,1912-04-11,meat,lunch
8ed63432-f0d0-4477-a303-dd413c8ae06d,Second-Class Dining Saloon,1912-04-11,fish,dinner
8ed63432-f0d0-4477-a303-dd413c8ae06d,Second-Class Dining Saloon,1912-04-12,meat,breakfast
8ed63432-f0d0-4477-a303-dd413c8ae06d,Second-Class Dining Saloon,1912-04-12,vegetarian,lunch
8ed63432-f0d0-4477-a303-dd413c8ae06d,Second-Class Dining Saloon,1912-04-13,meat,lunch
5933fba8-5e41-4434-930b-ebddb023068a,Third-Class Dining Room,1912-04-10,meat,breakfast
5933fba8-5e41-4434-930b-ebddb023068a,Third-Class Dining Room,1912-04-12,vegetarian,dinner
5933fba8-5e41-4434-930b-ebddb023068a,Third-Class Dining Room,1912-04-13,fish,breakfast
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,Verandah Cafe,1912-04-10,vegetarian,breakfast
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,The Ritz,1912-04-10,meat,dinner
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,Café Parisien,1912-04-11,meat,breakfast
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,Verandah Cafe,1912-04-11,vegetarian,lunch
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,The Ritz,1912-04-11,meat,dinner
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,First-Class Dining Saloon,1912-04-12,meat,breakfast
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,Verandah Cafe,1912-04-12,vegetarian,lunch
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,The Ritz,1912-04-12,meat,dinner
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,Café Parisien,1912-04-13,fish,breakfast
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,Verandah Cafe,1912-04-13,fish,dinner
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,First-Class Dining Saloon,1912-04-14,meat,breakfast
0855b491-88a7-41e1-bc07-a998d73bd53d,Third-Class Dining Room,1912-04-13,fish,lunch
0855b491-88a7-41e1-bc07-a998d73bd53d,Third-Class Dining Room,1912-04-14,meat,breakfast
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,The Ritz,1912-04-10,meat,breakfast
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,Verandah Cafe,1912-04-10,meat,lunch
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,Verandah Cafe,1912-04-10,fish,dinner
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,Café Parisien,1912-04-11,fish,breakfast
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,Verandah Cafe,1912-04-11,fish,lunch
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,The Ritz,1912-04-12,fish,breakfast
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,Café Parisien,1912-04-12,fish,lunch
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,The Ritz,1912-04-13,fish,breakfast
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,The Ritz,1912-04-13,fish,lunch
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,The Ritz,1912-04-13,poultry,dinner
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,Café Parisien,1912-04-14,poultry,breakfast
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,Verandah Cafe,1912-04-14,poultry,lunch
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,Café Parisien,1912-04-14,poultry,dinner
207a8b79-2e5d-4e7b-867f-02399bfbd81c,Verandah Cafe,1912-04-10,meat,breakfast
207a8b79-2e5d-4e7b-867f-02399bfbd81c,Café Parisien,1912-04-11,vegetarian,breakfast
207a8b79-2e5d-4e7b-867f-02399bfbd81c,First-Class Dining Saloon,1912-04-11,meat,lunch
207a8b79-2e5d-4e7b-867f-02399bfbd81c,First-Class Dining Saloon,1912-04-11,fish,dinner
207a8b79-2e5d-4e7b-867f-02399bfbd81c,Verandah Cafe,1912-04-12,vegetarian,breakfast
207a8b79-2e5d-4e7b-867f-02399bfbd81c,Verandah Cafe,1912-04-13,poultry,breakfast
207a8b79-2e5d-4e7b-867f-02399bfbd81c,The Ritz,1912-04-13,meat,lunch
207a8b79-2e5d-4e7b-867f-02399bfbd81c,The Ritz,1912-04-13,fish,dinner
207a8b79-2e5d-4e7b-867f-02399bfbd81c,Café Parisien,1912-04-14,poultry,lunch
207a8b79-2e5d-4e7b-867f-02399bfbd81c,Verandah Cafe,1912-04-14,poultry,dinner
59709703-bc3d-4b31-8ea3-0d7e09089527,Third-Class Dining Room,1912-04-10,meat,breakfast
59709703-bc3d-4b31-8ea3-0d7e09089527,Third-Class Dining Room,1912-04-13,meat,dinner
c517b994-42bd-447d-a991-83d48991929e,Third-Class Dining Room,1912-04-14,fish,dinner
5ca45b79-9fde-419a-82d5-ef19799fee53,Third-Class Dining Room,1912-04-11,meat,lunch
5ca45b79-9fde-419a-82d5-ef19799fee53,Third-Class Dining Room,1912-04-14,meat,dinner
3fb1da17-f65a-4456-b2f0-63200fbb7815,Second-Class Dining Saloon,1912-04-10,meat,breakfast
3fb1da17-f65a-4456-b2f0-63200fbb7815,Second-Class Dining Saloon,1912-04-11,fish,dinner
3fb1da17-f65a-4456-b2f0-63200fbb7815,Second-Class Dining Saloon,1912-04-12,poultry,breakfast
3fb1da17-f65a-4456-b2f0-63200fbb7815,Second-Class Dining Saloon,1912-04-14,vegetarian,dinner
5cc43e67-3e05-4d89-983d-31e09d4efa26,The Ritz,1912-04-10,vegetarian,breakfast
5cc43e67-3e05-4d89-983d-31e09d4efa26,Verandah Cafe,1912-04-11,fish,breakfast
d0122104-223c-439b-9794-d727e5db15f0,First-Class Dining Saloon,1912-04-10,poultry,breakfast
d0122104-223c-439b-9794-d727e5db15f0,First-Class Dining Saloon,1912-04-10,poultry,lunch
d0122104-223c-439b-9794-d727e5db15f0,Café Parisien,1912-04-10,vegetarian,dinner
d0122104-223c-439b-9794-d727e5db15f0,Verandah Cafe,1912-04-11,fish,breakfast
d0122104-223c-439b-9794-d727e5db15f0,First-Class Dining Saloon,1912-04-11,vegetarian,lunch
d0122104-223c-439b-9794-d727e5db15f0,The Ritz,1912-04-11,meat,dinner
d0122104-223c-439b-9794-d727e5db15f0,The Ritz,1912-04-12,vegetarian,breakfast
d0122104-223c-439b-9794-d727e5db15f0,Café Parisien,1912-04-12,poultry,lunch
d0122104-223c-439b-9794-d727e5db15f0,The Ritz,1912-04-13,meat,dinner
d0122104-223c-439b-9794-d727e5db15f0,Café Parisien,1912-04-14,vegetarian,lunch
d0122104-223c-439b-9794-d727e5db15f0,The Ritz,1912-04-14,poultry,dinner
132e52fa-f1ff-42b5-a136-dde7e27b0d05,First-Class Dining Saloon,1912-04-10,meat,breakfast
132e52fa-f1ff-42b5-a136-dde7e27b0d05,Café Parisien,1912-04-10,meat,lunch
132e52fa-f1ff-42b5-a136-dde7e27b0d05,Café Parisien,1912-04-11,vegetarian,breakfast
132e52fa-f1ff-42b5-a136-dde7e27b0d05,The Ritz,1912-04-11,poultry,lunch
132e52fa-f1ff-42b5-a136-dde7e27b0d05,The Ritz,1912-04-11,vegetarian,dinner
132e52fa-f1ff-42b5-a136-dde7e27b0d05,Café Parisien,1912-04-12,poultry,breakfast
132e52fa-f1ff-42b5-a136-dde7e27b0d05,Verandah Cafe,1912-04-12,fish,dinner
132e52fa-f1ff-42b5-a136-dde7e27b0d05,Café Parisien,1912-04-13,poultry,breakfast
132e52fa-f1ff-42b5-a136-dde7e27b0d05,First-Class Dining Saloon,1912-04-13,meat,lunch
132e52fa-f1ff-42b5-a136-dde7e27b0d05,The Ritz,1912-04-13,poultry,dinner
132e52fa-f1ff-42b5-a136-dde7e27b0d05,The Ritz,1912-04-14,meat,breakfast
132e52fa-f1ff-42b5-a136-dde7e27b0d05,Verandah Cafe,1912-04-14,vegetarian,dinner
7d73aafa-9413-4d4f-8b1e-6ab0a3dd83ca,Second-Class Dining Saloon,1912-04-11,meat,lunch
7d73aafa-9413-4d4f-8b1e-6ab0a3dd83ca,Second-Class Dining Saloon,1912-04-11,vegetarian,dinner
7d73aafa-9413-4d4f-8b1e-6ab0a3dd83ca,Second-Class Dining Saloon,1912-04-12,fish,breakfast
7d73aafa-9413-4d4f-8b1e-6ab0a3dd83ca,Second-Class Dining Saloon,1912-04-13,vegetarian,breakfast
7d73aafa-9413-4d4f-8b1e-6ab0a3dd83ca,Second-Class Dining Saloon,1912-04-14,poultry,lunch
829a2cf3-3328-4502-94be-03b8cb0038ae,Café Parisien,1912-04-10,poultry,breakfast
829a2cf3-3328-4502-94be-03b8cb0038ae,Verandah Cafe,1912-04-10,fish,lunch
829a2cf3-3328-4502-94be-03b8cb0038ae,Verandah Cafe,1912-04-10,fish,dinner
829a2cf3-3328-4502-94be-03b8cb0038ae,Verandah Cafe,1912-04-11,fish,breakfast
829a2cf3-3328-4502-94be-03b8cb0038ae,Café Parisien,1912-04-11,poultry,lunch
829a2cf3-3328-4502-94be-03b8cb0038ae,The Ritz,1912-04-11,poultry,dinner
829a2cf3-3328-4502-94be-03b8cb0038ae,Verandah Cafe,1912-04-12,poultry,breakfast
829a2cf3-3328-4502-94be-03b8cb0038ae,First-Class Dining Saloon,1912-04-12,vegetarian,dinner
829a2cf3-3328-4502-94be-03b8cb0038ae,Verandah Cafe,1912-04-13,meat,breakfast
829a2cf3-3328-4502-94be-03b8cb0038ae,The Ritz,1912-04-13,vegetarian,dinner
