passenger_id,bag_number,bag_type,weight_kgs
4d6c3b23-8dc2-422e-a8da-6652f3193a1e,1,cloth_bundle,18.4
4d6c3b23-8dc2-422e-a8da-6652f3193a1e,2,cloth_bundle,8.1
c326c3f6-1291-4e78-bc87-572ad1afce1c,1,jewelry_case,16.6
c326c3f6-1291-4e78-bc87-572ad1afce1c,2,hat_box,21.8
c326c3f6-1291-4e78-bc87-572ad1afce1c,3,wardrobe_trunk,23.6
c326c3f6-1291-4e78-bc87-572ad1afce1c,4,hat_box,41.8
c970f1d4-a935-453f-b8fd-8a8a18fc63a4,1,canvas_bag,13.1
c970f1d4-a935-453f-b8fd-8a8a18fc63a4,2,canvas_bag,16.5
9f908161-17fa-4bd9-a363-5a58c692aa96,1,duffel_bag,7.1
9f908161-17fa-4bd9-a363-5a58c692aa96,2,cloth_bundle,12.4
188c301b-6df3-4783-aac8-89df289eb712,1,jewelry_case,20.2
188c301b-6df3-4783-aac8-89df289eb712,2,trunk,47.9
188c301b-6df3-4783-aac8-89df289eb712,3,hat_box,21.2
188c301b-6df3-4783-aac8-89df289eb712,4,trunk,24.0
188c301b-6df3-4783-aac8-89df289eb712,5,suitcase,20.0
f373a28e-c84e-478b-a81c-8755e22669d8,1,small_trunk,24.2
f373a28e-c84e-478b-a81c-8755e22669d8,2,leather_case,11.9
2875b775-ddad-4324-a3c7-6d6836f55ed0,1,duffel_bag,15.1
2875b775-ddad-4324-a3c7-6d6836f55ed0,2,canvas_bag,13.6
759f0bb0-3852-41c3-b1be-fa6f0198a3db,1,duffel_bag,22.5
759f0bb0-3852-41c3-b1be-fa6f0198a3db,2,duffel_bag,6.0
efab8635-5bf6-477b-855d-83cf612c1b24,1,leather_case,13.4
efab8635-5bf6-477b-855d-83cf612c1b24,2,leather_case,27.7
842edda7-87d6-49fa-9eb3-8d73ec43eebe,1,small_suitcase,12.4
4c45cf35-8d7d-4fea-b16b-08f3764926bb,1,suitcase,18.8
4c45cf35-8d7d-4fea-b16b-08f3764926bb,2,travel_bag,17.5
7d78afb0-9ede-409c-9e14-9cdd6a5bdeff,1,canvas_bag,13.9
c018d5b5-7de9-454c-b784-149d8e9ee606,1,hat_box,48.1
c018d5b5-7de9-454c-b784-149d8e9ee606,2,hat_box,18.5
c018d5b5-7de9-454c-b784-149d8e9ee606,3,trunk,37.8
74be0a85-0588-4b04-8004-1cbda90b138e,1,small_suitcase,11.5
74be0a85-0588-4b04-8004-1cbda90b138e,2,small_suitcase,24.2
e0792172-09a2-4a1f-87d7-caeefab655fc,1,wardrobe_trunk,46.8
e0792172-09a2-4a1f-87d7-caeefab655fc,2,hat_box,30.1
e0792172-09a2-4a1f-87d7-caeefab655fc,3,hat_box,43.0
e0792172-09a2-4a1f-87d7-caeefab655fc,4,hat_box,16.6
e0792172-09a2-4a1f-87d7-caeefab655fc,5,jewelry_case,21.2
d702c2a7-4dab-4cf1-a601-fff10b4d4697,1,duffel_bag,10.1
d702c2a7-4dab-4cf1-a601-fff10b4d4697,2,duffel_bag,14.3
2e88eec0-7329-42fc-a755-3d11f5a1c68c,1,cloth_bundle,8.0
2e88eec0-7329-42fc-a755-3d11f5a1c68c,2,cloth_bundle,14.8
0df7e91a-4274-4026-adf3-b1a08d680be1,1,small_trunk,33.7
0df7e91a-4274-4026-adf3-b1a08d680be1,2,travel_bag,25.4
0df7e91a-4274-4026-adf3-b1a08d680be1,3,leather_case,22.8
b1044762-64e1-4259-8660-9c70f4549060,1,small_trunk,27.4
b1044762-64e1-4259-8660-9c70f4549060,2,travel_bag,11.8
b1044762-64e1-4259-8660-9c70f4549060,3,leather_case,25.7
0fdc79ca-3719-4c4b-97fa-380c440f4096,1,small_suitcase,16.7
0fdc79ca-3719-4c4b-97fa-380c440f4096,2,canvas_bag,16.2
015ef17d-8360-430a-97b2-81d13fcf1674,1,leather_case,15.7
015ef17d-8360-430a-97b2-81d13fcf1674,2,travel_bag,15.6
594542d8-8ff1-4c2d-865a-7f90a26e733e,1,hat_box,46.2
594542d8-8ff1-4c2d-865a-7f90a26e733e,2,trunk,48.3
594542d8-8ff1-4c2d-865a-7f90a26e733e,3,hat_box,31.3
594542d8-8ff1-4c2d-865a-7f90a26e733e,4,hat_box,46.4
594542d8-8ff1-4c2d-865a-7f90a26e733e,5,jewelry_case,43.1
3661c590-c28d-419e-b1dd-a8584ded989d,1,suitcase,30.0
3661c590-c28d-419e-b1dd-a8584ded989d,2,trunk,36.0
3661c590-c28d-419e-b1dd-a8584ded989d,3,jewelry_case,49.9
ed68dc33-1124-4f03-9151-d7d0435ea147,1,cloth_bundle,11.2
ed68dc33-1124-4f03-9151-d7d0435ea147,2,cloth_bundle,18.0
1bf13b89-a389-4ddc-8161-c849b95b9f0a,1,canvas_bag,13.5
1bf13b89-a389-4ddc-8161-c849b95b9f0a,2,cloth_bundle,21.3
71856f97-edee-44ef-bc3d-da353b6daa92,1,small_suitcase,11.8
9425f62b-49f5-4351-ab28-eba3f84b4545,1,suitcase,33.1
9425f62b-49f5-4351-ab28-eba3f84b4545,2,leather_case,10.7
9425f62b-49f5-4351-ab28-eba3f84b4545,3,suitcase,12.5
3544b4b8-8ebf-4f57-af6d-148c45529c70,1,small_suitcase,14.7
3544b4b8-8ebf-4f57-af6d-148c45529c70,2,cloth_bundle,7.1
6bc5a0d6-916a-4ee6-b780-61fcd4155e60,1,canvas_bag,9.7
6bc5a0d6-916a-4ee6-b780-61fcd4155e60,2,cloth_bundle,12.3
46564847-c080-497f-90c0-4b6a6f5316df,1,cloth_bundle,9.5
46564847-c080-497f-90c0-4b6a6f5316df,2,duffel_bag,13.5
dbeb01d3-5986-4021-945b-53bad34f6d92,1,canvas_bag,9.8
dbeb01d3-5986-4021-945b-53bad34f6d92,2,small_suitcase,10.6
edb23a76-d33b-4e5f-9f25-4dbfb5d9f693,1,duffel_bag,7.7
18c852b9-9e77-4dcf-b78d-6af460245952,1,duffel_bag,9.9
4e75207d-736b-4996-9fe3-9485f550d10c,1,canvas_bag,9.3
4e75207d-736b-4996-9fe3-9485f550d10c,2,duffel_bag,23.2
06262db8-44eb-4ebf-82a2-7ba489484a1f,1,duffel_bag,5.4
06262db8-44eb-4ebf-82a2-7ba489484a1f,2,duffel_bag,19.9
e2f703c4-43ad-4200-acb6-c964c5e34983,1,cloth_bundle,12.7
9571485b-651d-4315-8fe2-dbaea5eb9ea9,1,hat_box,42.2
9571485b-651d-4315-8fe2-dbaea5eb9ea9,2,hat_box,33.5
9571485b-651d-4315-8fe2-dbaea5eb9ea9,3,wardrobe_trunk,23.8
9571485b-651d-4315-8fe2-dbaea5eb9ea9,4,wardrobe_trunk,45.4
9571485b-651d-4315-8fe2-dbaea5eb9ea9,5,jewelry_case,28.5
f8a18d0a-d34d-4977-9f74-21ee5a01f9e0,1,canvas_bag,6.2
f8a18d0a-d34d-4977-9f74-21ee5a01f9e0,2,duffel_bag,16.2
cc264710-3ae0-48e8-86ee-71b528d05d57,1,travel_bag,17.6
cc264710-3ae0-48e8-86ee-71b528d05d57,2,leather_case,18.8
cc264710-3ae0-48e8-86ee-71b528d05d57,3,leather_case,32.6
ab0e6781-c3ee-431a-9c94-d2050a92835d,1,duffel_bag,10.2
ab0e6781-c3ee-431a-9c94-d2050a92835d,2,cloth_bundle,12.1
4ea913cc-2b4a-4696-8e42-4b46de6c593a,1,suitcase,14.4
4ea913cc-2b4a-4696-8e42-4b46de6c593a,2,leather_case,29.8
ff4c5bd2-a58f-4d1b-9ba9-98c963e6a1f1,1,small_suitcase,6.4
1a68e333-6976-4084-bc76-cfe36d5987d2,1,trunk,28.4
1a68e333-6976-4084-bc76-cfe36d5987d2,2,hat_box,32.2
1a68e333-6976-4084-bc76-cfe36d5987d2,3,trunk,46.6
1a68e333-6976-4084-bc76-cfe36d5987d2,4,trunk,43.1
5b11cca5-e5d0-4eb0-9736-fc0f877a0c17,1,duffel_bag,7.5
b2ceca58-c32f-42db-8b2c-49db33ac6442,1,leather_case,16.0
b2ceca58-c32f-42db-8b2c-49db33ac6442,2,leather_case,34.6
b2ceca58-c32f-42db-8b2c-49db33ac6442,3,small_trunk,21.9
bec85a69-9275-4e54-8844-a26f9f30a42e,1,wardrobe_trunk,37.9
bec85a69-9275-4e54-8844-a26f9f30a42e,2,jewelry_case,37.9
bec85a69-9275-4e54-8844-a26f9f30a42e,3,jewelry_case,48.7
872174ea-26d5-4446-b67c-01bf65f5afb3,1,leather_case,15.2
872174ea-26d5-4446-b67c-01bf65f5afb3,2,leather_case,20.3
9de751c9-09c2-4793-b152-e817975ee39e,1,duffel_bag,22.4
9de751c9-09c2-4793-b152-e817975ee39e,2,small_suitcase,10.3
516ab280-5f01-4f7d-8012-100a7599b9ce,1,small_trunk,11.3
516ab280-5f01-4f7d-8012-100a7599b9ce,2,travel_bag,11.6
516ab280-5f01-4f7d-8012-100a7599b9ce,3,suitcase,30.6
d6e88707-56cd-45b5-98df-f5808911cba2,1,small_suitcase,15.4
2ed775cf-4c0e-4921-ae68-47c52e87b943,1,small_suitcase,11.8
6001ff20-029d-4c18-a80a-036c5d61f2da,1,trunk,47.8
6001ff20-029d-4c18-a80a-036c5d61f2da,2,wardrobe_trunk,25.7
6001ff20-029d-4c18-a80a-036c5d61f2da,3,hat_box,44.0
aac66c55-758a-4d1f-b6cb-2093b72d3bb9,1,duffel_bag,15.4
aac66c55-758a-4d1f-b6cb-2093b72d3bb9,2,canvas_bag,16.7
ab0a9fac-cf6e-4125-aef5-94ae0d3ced49,1,travel_bag,33.9
ab0a9fac-cf6e-4125-aef5-94ae0d3ced49,2,suitcase,34.5
ab0a9fac-cf6e-4125-aef5-94ae0d3ced49,3,travel_bag,31.4
7c3ed5ed-5cf1-473d-9024-cd3af961a3f3,1,canvas_bag,14.9
3b4ad225-167f-482e-ac5c-0a7de235cb2e,1,suitcase,34.9
3b4ad225-167f-482e-ac5c-0a7de235cb2e,2,leather_case,25.2
08e97b4d-4858-46a5-be76-e6c292e0abce,1,duffel_bag,15.9
08e97b4d-4858-46a5-be76-e6c292e0abce,2,cloth_bundle,22.9
165c436f-66b2-43e1-bc7d-cf90369e5f86,1,wardrobe_trunk,42.2
165c436f-66b2-43e1-bc7d-cf90369e5f86,2,suitcase,37.4
165c436f-66b2-43e1-bc7d-cf90369e5f86,3,wardrobe_trunk,41.4
165c436f-66b2-43e1-bc7d-cf90369e5f86,4,trunk,44.1
5ec38b6d-fa6e-4d56-816f-999196b3ba20,1,duffel_bag,5.1
73ef40c8-6e4d-44a5-b4e1-302f409457b7,1,travel_bag,19.8
73ef40c8-6e4d-44a5-b4e1-302f409457b7,2,leather_case,18.8
02a7492c-43de-4bc7-bc8d-2e8a97831970,1,canvas_bag,5.4
f984f1c1-1cbe-42f9-aa0d-6c8b0eb58d00,1,suitcase,13.3
f984f1c1-1cbe-42f9-aa0d-6c8b0eb58d00,2,small_trunk,12.3
c1350e66-307c-42b3-b9ad-94791ffaa076,1,small_suitcase,14.5
7fc9fe92-16dd-4ae8-ab4b-61777ebc09af,1,suitcase,12.1
7fc9fe92-16dd-4ae8-ab4b-61777ebc09af,2,travel_bag,17.5
c1f02afa-8afe-462e-8419-ef8589424f06,1,suitcase,23.5
711746e4-3acf-45f5-9dd4-9f4b830b3278,1,leather_case,28.7
711746e4-3acf-45f5-9dd4-9f4b830b3278,2,travel_bag,28.0
711746e4-3acf-45f5-9dd4-9f4b830b3278,3,leather_case,21.6
e7d9f651-11f2-4602-ba2c-eece3a11e79b,1,suitcase,31.7
e7d9f651-11f2-4602-ba2c-eece3a11e79b,2,travel_bag,26.9
f8295180-be76-4781-87d2-11c2a92c2f5b,1,cloth_bundle,16.3
da471c1e-8dd5-4d35-8187-7c5f07479f99,1,cloth_bundle,5.3
db81175a-fb16-4bb7-89cf-d3fdab8b1ada,1,suitcase,30.8
db81175a-fb16-4bb7-89cf-d3fdab8b1ada,2,travel_bag,23.4
a0866605-08ee-4af4-aef1-087cc2f31cdd,1,small_suitcase,16.8
a0866605-08ee-4af4-aef1-087cc2f31cdd,2,small_suitcase,19.9
b6870d23-372e-45cc-8943-86be585638bc,1,canvas_bag,16.2
b6870d23-372e-45cc-8943-86be585638bc,2,small_suitcase,12.2
c11352db-0c92-45fc-a4d3-46846f7573c2,1,jewelry_case,21.7
c11352db-0c92-45fc-a4d3-46846f7573c2,2,trunk,44.4
c11352db-0c92-45fc-a4d3-46846f7573c2,3,jewelry_case,27.8
c11352db-0c92-45fc-a4d3-46846f7573c2,4,jewelry_case,38.7
c11352db-0c92-45fc-a4d3-46846f7573c2,5,hat_box,33.2
ec4e2fbc-056c-46a2-807e-457691eb23ac,1,cloth_bundle,24.8
ec4e2fbc-056c-46a2-807e-457691eb23ac,2,canvas_bag,15.5
cf62026a-b017-4b0c-9633-8309981cdc8e,1,travel_bag,14.6
cf62026a-b017-4b0c-9633-8309981cdc8e,2,travel_bag,11.6
6d4c25a5-4a9c-4b80-9852-d1ef22ebb846,1,hat_box,15.3
6d4c25a5-4a9c-4b80-9852-d1ef22ebb846,2,jewelry_case,25.0
6d4c25a5-4a9c-4b80-9852-d1ef22ebb846,3,hat_box,40.1
a4780594-d675-4bc4-a792-2c7420329f14,1,travel_bag,34.4
a4780594-d675-4bc4-a792-2c7420329f14,2,leather_case,29.5
9eb6bf1e-dbc7-4518-b976-ebe53b91e093,1,duffel_bag,14.0
9eb6bf1e-dbc7-4518-b976-ebe53b91e093,2,duffel_bag,12.8
2ed808e5-4f92-4761-884f-2486dcfa60ad,1,canvas_bag,15.4
4d625deb-be75-45c0-8fcc-ca3411f8fd2c,1,wardrobe_trunk,33.8
4d625deb-be75-45c0-8fcc-ca3411f8fd2c,2,suitcase,17.3
4d625deb-be75-45c0-8fcc-ca3411f8fd2c,3,jewelry_case,25.1
4d625deb-be75-45c0-8fcc-ca3411f8fd2c,4,wardrobe_trunk,26.3
4d625deb-be75-45c0-8fcc-ca3411f8fd2c,5,jewelry_case,19.4
17023561-4f24-47cf-a322-ab66f7e2bddc,1,canvas_bag,13.3
17023561-4f24-47cf-a322-ab66f7e2bddc,2,cloth_bundle,9.3
85c1c665-f755-4622-b36f-b533e99e2833,1,cloth_bundle,23.0
85c1c665-f755-4622-b36f-b533e99e2833,2,duffel_bag,5.5
906bdcee-b832-41ba-beb7-a9ef652e9c26,1,small_suitcase,22.0
f1fb1939-5e03-452d-9987-15330a0de2cd,1,jewelry_case,18.8
f1fb1939-5e03-452d-9987-15330a0de2cd,2,hat_box,18.2
f1fb1939-5e03-452d-9987-15330a0de2cd,3,jewelry_case,16.5
f1fb1939-5e03-452d-9987-15330a0de2cd,4,suitcase,31.1
f1fb1939-5e03-452d-9987-15330a0de2cd,5,hat_box,19.2
1da1b30f-0d59-4fae-91f1-0c1bb9441ba2,1,wardrobe_trunk,35.9
1da1b30f-0d59-4fae-91f1-0c1bb9441ba2,2,wardrobe_trunk,24.2
1da1b30f-0d59-4fae-91f1-0c1bb9441ba2,3,jewelry_case,27.9
5ad90b25-4c54-48f8-b3c7-b6376e96d4ee,1,suitcase,21.2
5ad90b25-4c54-48f8-b3c7-b6376e96d4ee,2,hat_box,37.2
5ad90b25-4c54-48f8-b3c7-b6376e96d4ee,3,suitcase,36.9
5ad90b25-4c54-48f8-b3c7-b6376e96d4ee,4,trunk,32.5
5ad90b25-4c54-48f8-b3c7-b6376e96d4ee,5,wardrobe_trunk,30.2
fda40ec4-cff3-447e-a12d-f2391ac2a016,1,travel_bag,32.5
fda40ec4-cff3-447e-a12d-f2391ac2a016,2,leather_case,15.5
fda40ec4-cff3-447e-a12d-f2391ac2a016,3,suitcase,22.6
e52f2bb9-b5c1-49e5-a538-ce7776a17666,1,duffel_bag,24.7
e52f2bb9-b5c1-49e5-a538-ce7776a17666,2,small_suitcase,13.0
cc7670bb-2aac-4528-942d-1633a788501f,1,small_suitcase,4.0
f7aed616-dacf-49d9-9078-5cd051cf3a72,1,trunk,34.3
f7aed616-dacf-49d9-9078-5cd051cf3a72,2,suitcase,19.3
f7aed616-dacf-49d9-9078-5cd051cf3a72,3,trunk,17.3
f7aed616-dacf-49d9-9078-5cd051cf3a72,4,jewelry_case,32.4
e53480d0-1e01-4c57-9c2e-1f61360a8873,1,hat_box,43.0
e53480d0-1e01-4c57-9c2e-1f61360a8873,2,trunk,39.2
e53480d0-1e01-4c57-9c2e-1f61360a8873,3,hat_box,36.1
e53480d0-1e01-4c57-9c2e-1f61360a8873,4,hat_box,16.3
e53480d0-1e01-4c57-9c2e-1f61360a8873,5,suitcase,34.8
06823be3-216e-4329-b038-c0c25e258bc6,1,cloth_bundle,19.0
06823be3-216e-4329-b038-c0c25e258bc6,2,small_suitcase,6.7
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,1,travel_bag,18.7
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,2,suitcase,33.7
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,3,small_trunk,21.2
9147ce2f-892a-4907-8362-3f7af37bf643,1,cloth_bundle,8.0
9147ce2f-892a-4907-8362-3f7af37bf643,2,duffel_bag,23.8
14d1e295-41de-477a-a7d2-9c519ffc5812,1,cloth_bundle,14.4
14d1e295-41de-477a-a7d2-9c519ffc5812,2,duffel_bag,5.4
cb68c97c-4fc8-4621-9322-f80363cb3d5d,1,wardrobe_trunk,21.2
cb68c97c-4fc8-4621-9322-f80363cb3d5d,2,jewelry_case,39.3
cb68c97c-4fc8-4621-9322-f80363cb3d5d,3,wardrobe_trunk,31.1
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,1,wardrobe_trunk,46.5
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,2,suitcase,16.3
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,3,jewelry_case,34.8
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,4,jewelry_case,45.1
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,5,hat_box,20.5
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,1,wardrobe_trunk,21.9
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,2,wardrobe_trunk,18.0
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,3,wardrobe_trunk,49.1
79d2c4ba-2381-4b93-982b-8bdeccfc9632,1,small_suitcase,22.6
e8a3a4ed-c477-4c02-bff1-54c58b4e64ac,1,travel_bag,30.8
e8a3a4ed-c477-4c02-bff1-54c58b4e64ac,2,travel_bag,26.1
e8a3a4ed-c477-4c02-bff1-54c58b4e64ac,3,small_trunk,30.2
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,1,trunk,27.2
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,2,trunk,42.7
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,3,wardrobe_trunk,40.8
f31733ea-c7fd-4375-8b22-1fb49ac1ac6a,4,wardrobe_trunk,21.4
55f86300-e3a2-4fa1-bf0d-cb25445c94c2,1,duffel_bag,17.3
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,1,jewelry_case,39.3
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,2,jewelry_case,39.4
4c038e5e-8b2f-44b5-8f47-5c7181f458d7,3,suitcase,27.0
cda5df37-c747-42b4-bbf3-678054d7a549,1,duffel_bag,12.9
cda5df37-c747-42b4-bbf3-678054d7a549,2,canvas_bag,22.6
5805c018-847b-4670-80e5-a136859ba172,1,small_trunk,23.6
5805c018-847b-4670-80e5-a136859ba172,2,leather_case,34.8
5805c018-847b-4670-80e5-a136859ba172,3,small_trunk,26.1
2046886f-6b15-4569-8605-08273836fb56,1,cloth_bundle,10.4
60798d20-3dc8-4538-ab13-058fb13a15e9,1,cloth_bundle,23.7
9cc2d639-e7f7-418b-8836-8e6918f0ebea,1,canvas_bag,21.9
380ea401-3dd8-4176-80b6-3a3ad0d6b1cd,1,duffel_bag,16.6
06c9664b-5cd2-4242-83fb-c0222d1a9b26,1,duffel_bag,8.5
06c9664b-5cd2-4242-83fb-c0222d1a9b26,2,canvas_bag,15.6
ae9c1249-5004-43dc-9e02-bd5f36143a75,1,small_suitcase,11.2
07697f62-144f-4960-941e-ccf18d3aa962,1,jewelry_case,33.6
07697f62-144f-4960-941e-ccf18d3aa962,2,hat_box,27.9
07697f62-144f-4960-941e-ccf18d3aa962,3,hat_box,40.8
07697f62-144f-4960-941e-ccf18d3aa962,4,suitcase,22.2
07697f62-144f-4960-941e-ccf18d3aa962,5,suitcase,37.3
aef5a04f-974d-41dc-9926-05ba60f632e3,1,canvas_bag,11.1
ed019bbe-c603-4138-a539-f6806e4da77c,1,duffel_bag,7.5
ed019bbe-c603-4138-a539-f6806e4da77c,2,duffel_bag,13.7
c4d21142-5a16-4f5d-86bd-646b25cbb4f3,1,cloth_bundle,22.7
c4d21142-5a16-4f5d-86bd-646b25cbb4f3,2,canvas_bag,11.2
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,1,travel_bag,16.0
7176eb6f-94ee-4c5d-ad77-3839d0b35acf,2,leather_case,21.3
a3c4adb2-0b54-4522-878f-8f67f7dea25b,1,canvas_bag,15.1
a3c4adb2-0b54-4522-878f-8f67f7dea25b,2,small_suitcase,17.2
c6ba67d2-b58d-4495-8a1f-1e4a02147742,1,hat_box,24.5
c6ba67d2-b58d-4495-8a1f-1e4a02147742,2,trunk,43.6
c6ba67d2-b58d-4495-8a1f-1e4a02147742,3,jewelry_case,18.8
c6ba67d2-b58d-4495-8a1f-1e4a02147742,4,wardrobe_trunk,49.0
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,1,jewelry_case,15.3
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,2,hat_box,41.8
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,3,suitcase,48.7
7b6c71fb-816d-402c-b524-0f1a97b0f6e4,4,suitcase,36.2
8ed63432-f0d0-4477-a303-dd413c8ae06d,1,suitcase,30.7
8ed63432-f0d0-4477-a303-dd413c8ae06d,2,travel_bag,32.4
8ed63432-f0d0-4477-a303-dd413c8ae06d,3,travel_bag,34.6
5933fba8-5e41-4434-930b-ebddb023068a,1,canvas_bag,22.7
5933fba8-5e41-4434-930b-ebddb023068a,2,canvas_bag,13.0
d0bb0730-cbfb-4a70-b4e9-eae478cc69d7,1,small_suitcase,7.9
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,1,wardrobe_trunk,23.5
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,2,wardrobe_trunk,33.2
42fcd6d3-3866-49fd-8b0e-243222a2cfb6,3,jewelry_case,19.9
0855b491-88a7-41e1-bc07-a998d73bd53d,1,small_suitcase,16.9
0855b491-88a7-41e1-bc07-a998d73bd53d,2,cloth_bundle,7.3
be41e529-77da-4193-94ce-6227bd50af55,1,wardrobe_trunk,17.2
be41e529-77da-4193-94ce-6227bd50af55,2,jewelry_case,20.1
be41e529-77da-4193-94ce-6227bd50af55,3,jewelry_case,20.2
be41e529-77da-4193-94ce-6227bd50af55,4,suitcase,21.4
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,1,wardrobe_trunk,39.5
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,2,suitcase,40.7
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,3,jewelry_case,35.7
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,4,hat_box,49.6
818e8b77-f6d3-4e97-ab2a-4b14f8656e53,5,jewelry_case,35.0
207a8b79-2e5d-4e7b-867f-02399bfbd81c,1,wardrobe_trunk,46.4
207a8b79-2e5d-4e7b-867f-02399bfbd81c,2,wardrobe_trunk,39.7
207a8b79-2e5d-4e7b-867f-02399bfbd81c,3,suitcase,38.0
207a8b79-2e5d-4e7b-867f-02399bfbd81c,4,suitcase,36.3
207a8b79-2e5d-4e7b-867f-02399bfbd81c,5,trunk,48.2
59709703-bc3d-4b31-8ea3-0d7e09089527,1,cloth_bundle,22.1
59709703-bc3d-4b31-8ea3-0d7e09089527,2,small_suitcase,20.5
c517b994-42bd-447d-a991-83d48991929e,1,duffel_bag,14.1
c517b994-42bd-447d-a991-83d48991929e,2,duffel_bag,8.1
5ca45b79-9fde-419a-82d5-ef19799fee53,1,duffel_bag,18.4
3fb1da17-f65a-4456-b2f0-63200fbb7815,1,travel_bag,19.9
3fb1da17-f65a-4456-b2f0-63200fbb7815,2,suitcase,29.1
f7a3652b-dd93-4ae3-ab1b-abb30ca33e7a,1,cloth_bundle,19.9
f7a3652b-dd93-4ae3-ab1b-abb30ca33e7a,2,cloth_bundle,17.7
5cc43e67-3e05-4d89-983d-31e09d4efa26,1,wardrobe_trunk,31.0
5cc43e67-3e05-4d89-983d-31e09d4efa26,2,suitcase,29.8
5cc43e67-3e05-4d89-983d-31e09d4efa26,3,trunk,13.0
d0122104-223c-439b-9794-d727e5db15f0,1,hat_box,19.4
d0122104-223c-439b-9794-d727e5db15f0,2,trunk,36.2
d0122104-223c-439b-9794-d727e5db15f0,3,jewelry_case,16.0
d0122104-223c-439b-9794-d727e5db15f0,4,trunk,17.4
132e52fa-f1ff-42b5-a136-dde7e27b0d05,1,wardrobe_trunk,47.3
132e52fa-f1ff-42b5-a136-dde7e27b0d05,2,wardrobe_trunk,48.8
132e52fa-f1ff-42b5-a136-dde7e27b0d05,3,hat_box,49.9
132e52fa-f1ff-42b5-a136-dde7e27b0d05,4,suitcase,19.8
132e52fa-f1ff-42b5-a136-dde7e27b0d05,5,jewelry_case,20.8
7d73aafa-9413-4d4f-8b1e-6ab0a3dd83ca,1,leather_case,34.0
7d73aafa-9413-4d4f-8b1e-6ab0a3dd83ca,2,suitcase,28.4
7d73aafa-9413-4d4f-8b1e-6ab0a3dd83ca,3,travel_bag,34.2
829a2cf3-3328-4502-94be-03b8cb0038ae,1,wardrobe_trunk,49.7
829a2cf3-3328-4502-94be-03b8cb0038ae,2,suitcase,36.7
829a2cf3-3328-4502-94be-03b8cb0038ae,3,jewelry_case,41.4
829a2cf3-3328-4502-94be-03b8cb0038ae,4,wardrobe_trunk,26.3
829a2cf3-3328-4502-94be-03b8cb0038ae,5,trunk,30.1
2595477a-0e3e-4736-a842-7ae8203418e3,1,trunk,37.1
2595477a-0e3e-4736-a842-7ae8203418e3,2,wardrobe_trunk,22.2
2595477a-0e3e-4736-a842-7ae8203418e3,3,trunk,20.2
2595477a-0e3e-4736-a842-7ae8203418e3,4,jewelry_case,40.3
2595477a-0e3e-4736-a842-7ae8203418e3,5,trunk,15.3
61802177-eff9-4b75-bc1b-1f95eeef8912,1,jewelry_case,28.0
61802177-eff9-4b75-bc1b-1f95eeef8912,2,trunk,21.1
61802177-eff9-4b75-bc1b-1f95eeef8912,3,jewelry_case,38.2
61802177-eff9-4b75-bc1b-1f95eeef8912,4,wardrobe_trunk,19.0
61802177-eff9-4b75-bc1b-1f95eeef8912,5,hat_box,21.2
24e08c38-1df4-4916-8c59-affd20559ca9,1,small_trunk,33.1
24e08c38-1df4-4916-8c59-affd20559ca9,2,suitcase,10.6
24e08c38-1df4-4916-8c59-affd20559ca9,3,leather_case,15.4
3be5ae69-18d7-4bc4-9c4f-3afb3f700b9b,1,cloth_bundle,20.8
3be5ae69-18d7-4bc4-9c4f-3afb3f700b9b,2,duffel_bag,10.2
9521c2b1-7556-4000-8a0f-f3e9750f6258,1,leather_case,31.0
9521c2b1-7556-4000-8a0f-f3e9750f6258,2,small_trunk,31.2
a12d48b9-dead-43cc-b8d1-2912d90a7a7b,1,small_suitcase,12.4
72bc6d7e-b954-45b5-9d18-7f07c94270ea,1,travel_bag,22.7
72bc6d7e-b954-45b5-9d18-7f07c94270ea,2,small_trunk,10.9
10ec8f67-87c3-461d-a760-209f89542fb0,1,travel_bag,23.0
10ec8f67-87c3-461d-a760-209f89542fb0,2,leather_case,14.7
